Date of ,Location of ,Violation,Violation Base,Amount Due/
10/12/15,Park Avenue Garage,Parking Permit Vio,50,0
10/12/15,Park Avenue Garage,Parking Permit Vio,50,0
10/12/15,Park Avenue Garage,Parking Permit Vio,50,0
10/12/15,Park Avenue Garage,Parking Permit Vio,50,0
10/12/15,Park Avenue Garage,Parking Permit Vio,50,0
10/12/15,Park Avenue Garage,Parking Permit Vio,50,0
10/12/15,Park Avenue Garage,Parking Permit Vio,50,0
10/12/15,Park Avenue Garage,Parking Permit Vio,50,0
10/12/15,Highland Avenue Garage,Parking Permit Vio,50,0
10/12/15,Second Street Garage,Parking Permit Vio,50,0
10/12/15,Second Street Garage,Parking Permit Vio,50,0
10/12/15,Second Street Garage,Parking Permit Vio,50,0
10/12/15,Second Street Garage,Parking Permit Vio,50,0
10/12/15,Tyndall Ave Garage,Parking Over Line,60,0
10/12/15,Tyndall Ave Garage,Parking Over Line,60,0
10/12/15,Tyndall Ave Garage,Parking Over Line,60,0
10/12/15,Main Gate Garage,Parking Over Line,60,0
10/12/15,Main Gate Garage,Parking Over Line,60,80
10/12/15,Lot Specific 4052,Park/Improper Area,60,0
10/12/15,Main Gate Garage,Parking Over Line,60,0
10/12/15,Z1 1172,Park/Improper Area,60,0
10/12/15,Lot Specific 5072,Parking Permit Vio,50,0
10/12/15,Lot Specific 5072,Parking Permit Vio,50,0
10/12/15,Lot Specific 5072,Park/Improper Area,60,0
10/12/15,Lot Specific 5072,Parking Permit Vio,50,0
10/12/15,Lot Specific 5072,Parking Permit Vio,50,0
10/12/15,Lot Specific 5072,Meter Violation,50,0
10/12/15,Lot Specific 5072,Meter Violation,50,0
10/12/15,James E Rogers Way,Park/Improper Area,60,80
10/12/15,Metered Lot 3141,Meter Violation,50,20
10/12/15,Z1 1018,Parking Permit Vio,50,0
10/12/15,Z1 1225,Parking Permit Vio,50,0
10/12/15,Z1 1225,Parking Permit Vio,50,0
10/12/15,Z1 1225,Parking Permit Vio,50,0
10/12/15,Z1 1225,Parking Permit Vio,50,0
10/12/15,Z1 1232,Parking Permit Vio,50,0
10/12/15,Z1 1233,Park/Improper Area,60,0
10/12/15,Z1 1115,Parking Permit Vio,50,0
10/12/15,Z1 1115,Parking Permit Vio,50,0
10/12/15,Z1 1115,Parking Permit Vio,50,0
10/12/15,Z1 1115,Park/Improper Area,60,0
10/12/15,Highland Avenue Garage,Parking Over Line,60,0
10/12/15,Z1 1233,Parking Permit Vio,50,0
10/12/15,North Santa Rita Ave,Meter Violation,50,0
10/12/15,James E Rogers Way,Meter Violation,50,0
10/12/15,Slonaker,Meter Violation,50,0
10/12/15,Lot Specific 3039,Park/Improper Area,60,0
10/12/15,Lot Specific 3039,Parking Permit Vio,50,0
10/12/15,Lot Specific 3039,Park/Improper Area,60,0
10/12/15,Highland Avenue Garage,Parking Over Line,60,0
10/12/15,Communication/CESL,W/C Space/Access - 1DA,500,0
10/12/15,Park Avenue Garage,Park/Improper Area,60,0
10/12/15,Lot Specific 5067,Parking Permit Vio,50,0
10/12/15,Lot Specific 5067,Park/Improper Area,60,0
10/12/15,James E Rogers Way,Overtime,50,0
10/12/15,Svc & Disabled 5073,Overtime,50,0
10/12/15,Svc & Disabled 5075,Overtime,50,0
10/12/15,Svc & Disabled 5183,Overtime,50,0
10/12/15,4th Street,Overtime,50,0
10/12/15,Svc & Disabled 5073,Overtime,50,0
10/12/15,Enke Drive,Meter Violation,50,0
10/12/15,Lot Specific 4052,Parking Permit Vio,50,0
10/12/15,Enke Drive,Meter Violation,50,0
10/12/15,Lot Specific 3039,Park/Improper Area,60,0
10/12/15,Lot Specific 4164,Parking Permit Vio,50,0
10/12/15,Enke Drive,Meter Violation,50,0
10/12/15,Lot Specific 3039,Parking Over Line,60,0
10/12/15,Lot Specific 3039,Parking Permit Vio,50,0
10/12/15,Lot Specific 4144,Parking Permit Vio,50,0
10/12/15,Enke Drive,Meter Violation,50,0
10/12/15,1st Street,Meter Violation,50,0
10/12/15,1st Street,Meter Violation,50,0
10/12/15,4th Street,Prohibited Parking,85,0
10/12/15,Metered Lot 3141,Meter Violation,50,0
10/12/15,4th Street,Service Space,60,0
10/12/15,Z1 1172,Parking Permit Vio,50,0
10/12/15,Z1 1115,Park/Improper Area,60,0
10/12/15,Highland Avenue Garage,Park/Improper Area,60,0
10/12/15,Lot Specific 6090,Parking Permit Vio,50,0
10/12/15,Lot Specific 6090,Parking Permit Vio,50,0
10/12/15,Lot Specific 6090,Park/Improper Area,60,0
10/12/15,Z1 1233,Parking Permit Vio,50,0
10/12/15,Lot Specific 6090,Park/Improper Area,60,0
10/12/15,Z1 1225,Parking Permit Vio,50,0
10/12/15,Lot Specific 6097,Parking Permit Vio,50,0
10/12/15,Lot Specific 6097,Parking Permit Vio,50,0
10/12/15,North Santa Rita Ave,Meter Violation,50,0
10/12/15,South Of Sixth 8106,Parking Permit Vio,50,0
10/12/15,South Of Sixth 8106,Parking Permit Vio,50,0
10/12/15,Sixth Street Garage,Parking Over Line,60,0
10/12/15,South Of Sixth 8106,Parking Permit Vio,50,0
10/12/15,Tyndall Ave,Park/Improper Area,60,0
10/12/15,South Of Sixth 7105,Parking Permit Vio,50,0
10/12/15,Lot Specific 3039,Parking Permit Vio,50,0
10/12/15,Lot Specific 5072,Park/Improper Area,60,0
10/12/15,Tyndall Ave,Park/Improper Area,60,0
10/12/15,Alley Euclid To Tyndall,Prohibited Parking,85,105
10/12/15,Lot Specific 5072,Park/Improper Area,60,0
10/12/15,South Of Sixth 7103,Parking Permit Vio,50,0
10/12/15,South Of Sixth 7105,Parking Permit Vio,50,0
10/12/15,South Of Sixth 8106,Parking Permit Vio,50,0
10/12/15,Lot Specific 3039,Parking Permit Vio,50,0
10/12/15,Lot Specific 3039,Park/Improper Area,60,0
10/12/15,Lot Specific 3231,Parking Permit Vio,50,0
10/12/15,Lot Specific 5072,Park/Improper Area,60,0
10/12/15,Svc & Disabled 6089,Service Space,60,0
10/12/15,1st Street,Park/Improper Area,60,0
10/12/15,1st Street,Service Space,60,0
10/12/15,1st Street,Service Space,60,0
10/12/15,Metered Lot 3141,Park/Improper Area,60,0
10/12/15,Lot Specific 3113,Service Space,60,0
10/12/15,Lot Specific 3039,Service Space,60,80
10/12/15,Tyndall Ave,Park/Improper Area,60,0
10/12/15,Tyndall Ave,Park/Improper Area,60,0
10/12/15,1st Street,Park/Improper Area,60,0
10/12/15,Metered Lot 6088,W/C Space/Access - 1DA,500,0
10/12/15,Tyndall Ave,Park/Improper Area,60,0
10/12/15,Tyndall Ave,Park/Improper Area,60,0
10/12/15,Lot Specific 5072,Parking Permit Vio,50,0
10/12/15,Lot Specific 5072,Parking Permit Vio,50,0
10/12/15,Lot Specific 5072,Parking Permit Vio,50,0
10/12/15,Lot Specific 5072,Parking Permit Vio,50,0
10/12/15,Lot Specific 5072,Parking Permit Vio,50,0
10/12/15,South Of Sixth 8106,W/C Space/Access - 1DA,500,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,70
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Main Gate Garage,Parking Permit Vio,50,0
10/13/15,Second Street Garage,Parking Permit Vio,50,0
10/13/15,Lot Specific 4052,Park/Improper Area,60,0
10/13/15,Main Gate Garage,Parking Over Line,60,0
10/13/15,Lot Specific 3231,Park/Improper Area,60,0
10/13/15,Cherry Avenue,Meter Violation,50,0
10/13/15,Vine Avenue,Meter Violation,50,0
10/13/15,Z1 2030,Meter Violation,50,0
10/13/15,South Of Sixth 8106,Parking Over Line,60,0
10/13/15,South Of Sixth 8106,Meter Violation,50,0
10/13/15,South Of Sixth 8106,Meter Violation,50,0
10/13/15,Metered Lot 6088,Meter Violation,50,0
10/13/15,Metered Lot 6088,Meter Violation,50,0
10/13/15,Metered Lot 6088,Meter Violation,50,0
10/13/15,Metered Lot 6088,Meter Violation,50,0
10/13/15,Metered Lot 3141,Meter Violation,50,20
10/13/15,Metered Lot 6088,Overtime,50,0
10/13/15,Lot Specific 1157,Parking Permit Vio,50,0
10/13/15,Lot Specific 1157,Parking Permit Vio,50,0
10/13/15,Svc & Disabled 4062,Prohibited Parking,85,0
10/13/15,James E Rogers Way,Overtime,50,0
10/13/15,Communication/CESL,Overtime,50,0
10/13/15,1200 Block Martin,Parking Permit Vio,50,0
10/13/15,Z1 1240,Parking Permit Vio,50,0
10/13/15,McClelland Hall,Overtime,50,0
10/13/15,Lot Specific 2182,Parking Permit Vio,50,0
10/13/15,Enke Drive,Meter Violation,50,0
10/13/15,Enke Drive,Meter Violation,50,0
10/13/15,Enke Drive,Meter Violation,50,0
10/13/15,McClelland Hall,Overtime,50,0
10/13/15,Cherry Avenue Garage,Parking Over Line,60,0
10/13/15,Cherry Avenue Garage,Parking Over Line,60,0
10/13/15,Cherry Avenue Garage,Parking Over Line,60,0
10/13/15,Cherry Avenue Garage,Parking Over Line,60,0
10/13/15,Lot Specific 3039,Parking Permit Vio,50,0
10/13/15,Lot Specific 3039,Parking Permit Vio,50,0
10/13/15,Lot Specific 3039,Park/Improper Area,60,0
10/13/15,Lot Specific 2182,Parking Permit Vio,50,0
10/13/15,Lot Specific Mountain/Adeaide,Parking Permit Vio,50,0
10/13/15,Lot Specific 3039,Overtime,50,70
10/13/15,Lot Specific  Speedway/Campbell,Parking Permit Vio,50,0
10/13/15,UMC Employee Health,Service Space,60,0
10/13/15,UMC Employee Health,Parking Permit Vio,50,0
10/13/15,Lot Specific  Speedway/Campbell,Park/Improper Area,60,0
10/13/15,Slonaker,Meter Violation,50,0
10/13/15,Meter Lot Spec 3175,Parking Permit Vio,50,70
10/13/15,Metered Lot 3141,Meter Violation,50,0
10/13/15,Z1 1018,Parking Permit Vio,50,0
10/13/15,Lot Specific 1016,Parking Permit Vio,50,0
10/13/15,North Santa Rita Ave,Meter Violation,50,70
10/13/15,Z1 1018,Overtime,50,0
10/13/15,Lot Specific 6090,Park/Improper Area,60,0
10/13/15,Lot Specific 3039,Parking Permit Vio,50,0
10/13/15,Lot Specific 3039,Park/Improper Area,60,0
10/13/15,Svc & Disabled 6089,Parking Permit Vio,50,0
10/13/15,Svc & Disabled 6089,Parking Permit Vio,50,0
10/13/15,Lot Specific 6093,Parking Permit Vio,50,0
10/13/15,Z1 1240,Park/Improper Area,60,0
10/13/15,James E Rogers Way,Service Space,60,0
10/13/15,James E Rogers Way,Meter Violation,50,70
10/13/15,Santa Rita Avenue South,Parking Permit Vio,50,0
10/13/15,Santa Rita Avenue South,Parking Permit Vio,50,0
10/13/15,Lot Specific 6097,Parking Permit Vio,50,0
10/13/15,Lot Specific 2182,Parking Permit Vio,50,0
10/13/15,Lot Specific 2182,Parking Permit Vio,50,0
10/13/15,Lot Specific 2182,Park/Improper Area,60,0
10/13/15,Lot Specific 2182,Parking Permit Vio,50,0
10/13/15,Lot Specific 2182,Parking Permit Vio,50,0
10/13/15,Lot Specific 5072,Parking Permit Vio,50,0
10/13/15,Lot Specific 2182,Parking Permit Vio,50,0
10/13/15,Lot Specific 2012,Parking Permit Vio,50,0
10/13/15,Lot Specific 2012,Parking Permit Vio,50,0
10/13/15,Lot Specific 2012,Park/Improper Area,60,0
10/13/15,Z1 1018,Parking Permit Vio,50,70
10/13/15,Lot Specific 3039,Park/Improper Area,60,0
10/13/15,Lot Specific 3039,Park/Improper Area,60,0
10/13/15,Z1 1018,Parking Permit Vio,50,0
10/13/15,Z1 1018,Parking Permit Vio,50,0
10/13/15,Lot Specific 6090,Parking Permit Vio,50,0
10/13/15,Lot Specific 6090,Parking Permit Vio,50,0
10/13/15,Lot Specific 3039,Parking Permit Vio,50,0
10/13/15,Lot Specific 3039,Parking Permit Vio,50,0
10/13/15,Lot Specific 3039,Parking Permit Vio,50,0
10/13/15,Lot Specific 3039,Parking Permit Vio,50,0
10/13/15,Lot Specific 3039,Parking Permit Vio,50,0
10/13/15,Metered Lot 3141,Park/Improper Area,60,0
10/13/15,Cherry Avenue Garage,Parking Over Line,60,0
10/13/15,Cherry Avenue Garage,Parking Over Line,60,0
10/13/15,Metered Lot 3141,Service Space,60,0
10/13/15,Cherry Avenue Garage,Parking Over Line,60,0
10/13/15,Tyndall Ave,Park/Improper Area,60,0
10/13/15,Lot Specific 5072,Parking Permit Vio,50,0
10/13/15,Lot Specific 5072,Parking Permit Vio,50,0
10/13/15,Lot Specific 5072,Parking Permit Vio,50,0
10/13/15,Lot Specific 5072,Parking Permit Vio,50,0
10/13/15,Metered Lot 6088,Service Space,60,0
10/13/15,Lot Specific 6090,Park/Improper Area,60,0
10/13/15,Lot Specific 6090,Parking Permit Vio,50,0
10/13/15,Lot Specific 5072,Park/Improper Area,60,0
10/13/15,Lot Specific 6090,Parking Permit Vio,50,0
10/13/15,Lot Specific 6090,Park/Improper Area,60,0
10/13/15,Lot Specific 5072,Parking Permit Vio,50,0
10/13/15,Lot Specific 6090,Parking Permit Vio,50,0
10/13/15,Lot Specific 6090,Park/Improper Area,60,0
10/13/15,Lot Specific 6090,Park/Improper Area,60,0
10/13/15,Lot Specific 6090,Parking Permit Vio,50,0
10/13/15,Lot Specific 6090,Parking Permit Vio,50,0
10/13/15,Lot Specific 6090,Parking Permit Vio,50,0
10/13/15,Lot Specific 3039,Prohibited Parking,85,0
10/13/15,Lot Specific 6090,Parking Permit Vio,50,0
10/13/15,Lot Specific 5072,Parking Permit Vio,50,0
10/13/15,Lot Specific 6093,W/C Space/Access - 1DA,500,520
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,0
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,0
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,0
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,0
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,0
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,0
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,0
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,0
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,0
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,0
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,70
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,70
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,0
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,0
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,0
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,0
10/14/15,Tyndall Ave Garage,Parking Permit Vio,50,0
10/14/15,Svc & Disabled 5073,Service Space,60,80
10/14/15,1000 Block E 4th Street,Service Space,60,0
10/14/15,Cherry Avenue,Meter Violation,50,0
10/14/15,Metered Lot 6088,Meter Violation,50,0
10/14/15,Lot Specific 6098,Park/Improper Area,60,0
10/14/15,Lot Specific 6098,Parking Over Line,60,0
10/14/15,1500 Block Drachman,Parking Permit Vio,50,0
10/14/15,Lot Specific 3039,Parking Permit Vio,50,0
10/14/15,Lot Specific 3039,Parking Permit Vio,50,0
10/14/15,Z1 2021,Parking Permit Vio,50,0
10/14/15,Lot Specific 3113,Parking Permit Vio,50,0
10/14/15,Lot Specific 3039,Overtime,50,0
10/14/15,Lot Specific 3039,Overtime,50,0
10/14/15,Lot Specific 3039,Overtime,50,70
10/14/15,Cherry Avenue Garage,Parking Over Line,60,0
10/14/15,James E Rogers Way,Meter Violation,50,70
10/14/15,James E Rogers Way,Prohibited Parking,85,0
10/14/15,Enke Drive,Boot Fee - 1QA,80,0
10/14/15,Enke Drive,Meter Violation,50,0
10/14/15,Z1 1240,Parking Permit Vio,50,0
10/14/15,1st Street,Meter Violation,50,0
10/14/15,North Santa Rita Ave,Overtime,50,0
10/14/15,Lot Specific 4164,Park/Improper Area,60,0
10/14/15,Lot Specific 3039,Parking Permit Vio,50,0
10/14/15,Highland Avenue,Park/Improper Area,60,0
10/14/15,Highland Avenue Garage,Parking Over Line,60,0
10/14/15,Tyndall Ave,Service Space,60,0
10/14/15,Lot Specific 5072,Parking Permit Vio,50,0
10/14/15,Lot Specific 5072,Parking Permit Vio,50,20
10/14/15,Metered Lot 3141,Meter Violation,50,70
10/14/15,Highland Avenue Garage,Parking Over Line,60,0
10/14/15,Lot Specific 5067,Parking Permit Vio,50,0
10/14/15,Metered Lot 3141,Meter Violation,50,0
10/14/15,Lot Specific 5067,Parking Permit Vio,50,70
10/14/15,Lot Specific 5067,Park/Improper Area,60,0
10/14/15,Highland Avenue Garage,Parking Over Line,60,0
10/14/15,Highland Avenue Garage,Parking Over Line,60,0
10/14/15,Svc & Disabled 3140,Park/Improper Area,60,0
10/14/15,Helen Zone 1,Parking Permit Vio,50,0
10/14/15,Metered Lot 3141,Overtime,50,70
10/14/15,South Of Sixth 7228,Park/Improper Area,60,0
10/14/15,Lot Specific 6090,Parking Permit Vio,50,0
10/14/15,2nd Street,Overtime,50,0
10/14/15,Warren Avenue North,Meter Violation,50,0
10/14/15,Main Gate Garage,Parking Over Line,60,0
10/14/15,Warren Avenue North,Meter Violation,50,0
10/14/15,Main Gate Garage,Parking Over Line,60,80
10/14/15,Warren Avenue North,Meter Violation,50,0
10/14/15,2nd Street,Service Space,60,80
10/14/15,Lot Specific 1016,Parking Permit Vio,50,0
10/14/15,North Santa Rita Ave,Meter Violation,50,0
10/14/15,North Santa Rita Ave,Meter Violation,50,20
10/14/15,North Santa Rita Ave,Meter Violation,50,70
10/14/15,Z1 1172,Parking Permit Vio,50,0
10/14/15,Z1 1233,Parking Permit Vio,50,0
10/14/15,Lot Specific 2012,Parking Permit Vio,50,0
10/14/15,Lot Specific 2012,Parking Permit Vio,50,70
10/14/15,Second Street Garage,Parking Over Line,60,0
10/14/15,Second Street Garage,Parking Over Line,60,0
10/14/15,Z1 2030,Parking Permit Vio,50,0
10/14/15,Lot Specific 5072,Parking Permit Vio,50,0
10/14/15,South Of Sixth 8106,Parking Permit Vio,50,0
10/14/15,South Of Sixth 8106,Parking Permit Vio,50,0
10/14/15,South Of Sixth 8106,Parking Permit Vio,50,0
10/14/15,South Of Sixth 7105,Parking Permit Vio,50,0
10/14/15,Lot Specific 6090,Parking Permit Vio,50,70
10/14/15,Lot Specific 6090,Parking Permit Vio,50,0
10/14/15,Lot Specific 6090,Parking Permit Vio,50,0
10/14/15,Metered Lot 6088,Meter Violation,50,0
10/14/15,Metered Lot 6088,Meter Violation,50,0
10/14/15,Metered Lot 6088,Park/Improper Area,60,20
10/14/15,Metered Lot 6088,Park/Improper Area,60,0
10/14/15,Lot Specific 4052,Parking Permit Vio,50,0
10/14/15,Lot Specific 4052,Park/Improper Area,60,0
10/14/15,South Of Sixth 8106,Parking Permit Vio,50,0
10/14/15,South Of Sixth 8106,Park/Improper Area,60,0
10/14/15,South Of Sixth 8106,Meter Violation,50,70
10/14/15,South Of Sixth 8106,Park/Improper Area,60,0
10/14/15,South Of Sixth 8106,Parking Permit Vio,50,0
10/14/15,South Of Sixth 7105,Park/Improper Area,60,0
10/14/15,Lot Specific 3039,Parking Permit Vio,50,0
10/14/15,Lot Specific 3039,Parking Permit Vio,50,0
10/14/15,South Of Sixth 7105,Parking Permit Vio,50,0
10/14/15,Lot Specific 3039,Parking Permit Vio,50,0
10/14/15,South Of Sixth 7105,Parking Permit Vio,50,0
10/14/15,South Of Sixth 7105,Parking Permit Vio,50,0
10/14/15,Lot Specific 1016,Parking Permit Vio,50,0
10/14/15,Metered Lot 3141,Park/Improper Area,60,0
10/14/15,Metered Lot 3141,Service Space,60,0
10/14/15,Lot Specific 5072,Parking Permit Vio,50,0
10/14/15,Lot Specific 5072,Parking Permit Vio,50,0
10/14/15,Lot Specific 5072,Parking Permit Vio,50,0
10/14/15,Lot Specific 6090,Parking Permit Vio,50,0
10/14/15,Lot Specific 6090,Park/Improper Area,60,0
10/14/15,Lot Specific 6090,Parking Permit Vio,50,0
10/14/15,Lot Specific 6090,Parking Permit Vio,50,0
10/14/15,Lot Specific 6090,Parking Permit Vio,50,0
10/14/15,Lot Specific 6090,Parking Permit Vio,50,0
10/14/15,Svc & Disabled 6089,Service Space,60,0
10/14/15,Lot Specific 6093,Service Space,60,80
10/14/15,Lot Specific 4057,Parking Permit Vio,50,0
10/14/15,Lot Specific 4057,Park/Improper Area,60,0
10/15/15,Main Gate Garage,Parking Permit Vio,50,70
10/15/15,Main Gate Garage,Parking Over Line,60,0
10/15/15,Main Gate Garage,Parking Permit Vio,50,0
10/15/15,Main Gate Garage,Parking Permit Vio,50,70
10/15/15,Main Gate Garage,Parking Permit Vio,50,0
10/15/15,Main Gate Garage,Parking Permit Vio,50,70
10/15/15,Main Gate Garage,Parking Permit Vio,50,0
10/15/15,Main Gate Garage,Parking Permit Vio,50,0
10/15/15,Second Street Garage,Parking Permit Vio,50,0
10/15/15,Second Street Garage,Parking Permit Vio,50,0
10/15/15,Second Street Garage,Parking Permit Vio,50,0
10/15/15,Second Street Garage,Parking Permit Vio,50,0
10/15/15,Metered Lot 6088,Service Space,60,0
10/15/15,East Mall,Prohibited Parking,85,105
10/15/15,Lot Specific 6090,Parking Permit Vio,50,0
10/15/15,Lot Specific 6090,Parking Permit Vio,50,0
10/15/15,Metered Lot 6088,Meter Violation,50,0
10/15/15,Cherry Avenue,Meter Violation,50,0
10/15/15,Cherry Avenue,Meter Violation,50,70
10/15/15,Metered Lot 3141,Meter Violation,50,0
10/15/15,Z1 1018,Parking Permit Vio,50,0
10/15/15,Z1 1018,Parking Permit Vio,50,0
10/15/15,Lot Specific 4052,Parking Permit Vio,50,0
10/15/15,Lot Specific 4052,Parking Permit Vio,50,0
10/15/15,1st Street,Overtime,50,0
10/15/15,Z1 1018,Overtime,50,0
10/15/15,Lot Specific 4052,Parking Permit Vio,50,0
10/15/15,Lot Specific 4052,Parking Permit Vio,50,0
10/15/15,Lot Specific 6090,Park/Improper Area,60,0
10/15/15,Metered Lot 6088,Meter Violation,50,70
10/15/15,Metered Lot 6088,Meter Violation,50,0
10/15/15,Metered Lot 6088,Meter Violation,50,0
10/15/15,Lot Specific 1016,Parking Permit Vio,50,0
10/15/15,Z1 2030,Meter Violation,50,0
10/15/15,Svc & Disabled 4058,Parking Permit Vio,50,0
10/15/15,Lot Specific 5072,Park/Improper Area,60,0
10/15/15,Lot Specific 5072,Parking Permit Vio,50,70
10/15/15,Lot Specific 5072,Parking Permit Vio,50,70
10/15/15,Svc & Disabled 3140,Service Space,60,0
10/15/15,Lot Specific 5072,Parking Over Line,60,0
10/15/15,Svc & Disabled 3140,Service Space,60,0
10/15/15,Svc & Disabled 4058,Parking Permit Vio,50,0
10/15/15,Lot Specific 5072,Parking Permit Vio,50,0
10/15/15,Lot Specific 5072,Meter Violation,50,0
10/15/15,Highland Avenue Garage,Overtime,50,0
10/15/15,James E Rogers Way,Parking Permit Vio,50,0
10/15/15,James E Rogers Way,Meter Violation,50,0
10/15/15,Metered Lot 6088,Meter Violation,50,0
10/15/15,Lot Specific 3039,Park/Improper Area,60,0
